facility_type,monthly_energy_kwh,renewable_energy_pct,peak_load_factor,facility_area_sqm,operational_days_year,equipment_efficiency_rating,logistics_distance_km,fuel_consumed_liters,waste_recycled_pct,water_usage_m3,annual_carbon_footprint_mt,energy_intensity_kwh_sqm,eco_composite_score,sustainability_tier
Manufacturing,1262454.8,46.3,0.78,28641.7,350,2.33,43919.1,3837.4,59.7,15533.6,4223.69,528.9,36.1,Moderate (Tier C)
Commercial Office,120621.4,43.7,0.72,6311.3,240,2.67,2714.5,564.5,35.2,1679.8,534.0,229.3,45.3,Moderate (Tier C)
Data Center,1062858.3,37.5,0.77,24282.6,365,4.2,1973.2,1605.7,86.1,17101.5,3703.12,525.2,51.9,Moderate (Tier C)
Commercial Office,96671.1,70.0,0.5,4900.1,240,4.8,5527.7,2476.0,50.3,1460.2,358.71,236.7,67.4,Efficient (Tier B)
Commercial Office,141483.7,68.7,0.74,14123.1,260,4.25,6897.4,2434.9,50.6,2542.1,621.5,120.2,65.7,Efficient (Tier B)
Logistics Hub,660193.5,30.3,0.75,59010.3,320,3.7,27782.7,16327.7,46.2,6812.7,4049.61,134.3,51.2,Moderate (Tier C)
Manufacturing,629951.5,16.3,0.65,19415.4,350,3.16,26010.0,13688.4,44.0,21751.3,3581.01,389.4,34.5,High Risk (Tier D)
Manufacturing,969575.0,19.6,0.84,37557.2,300,2.98,29925.9,12086.6,50.0,34341.5,5708.1,309.8,29.6,High Risk (Tier D)
Manufacturing,1715632.7,8.5,0.75,69172.5,250,2.48,32786.9,11233.8,75.2,35991.2,9099.04,297.6,34.6,High Risk (Tier D)
Healthcare,363426.1,18.3,0.81,8368.5,365,3.44,5204.2,846.8,53.7,5515.0,1704.92,521.1,35.0,Moderate (Tier C)
Healthcare,470407.6,54.3,0.8,14162.2,365,3.4,2455.8,993.7,37.5,6075.3,1538.56,398.6,46.8,Moderate (Tier C)
Commercial Office,341225.0,27.5,0.61,24296.4,240,3.97,1004.0,707.6,70.4,8318.6,1693.0,168.5,56.0,Efficient (Tier B)
Commercial Office,300989.8,65.9,0.56,23847.3,240,3.75,6048.5,1794.2,81.8,6206.4,752.24,151.5,69.1,Efficient (Tier B)
Commercial Office,194329.0,58.0,0.72,14103.6,240,3.52,5855.5,2182.1,80.5,1592.8,595.72,165.3,65.2,Efficient (Tier B)
Manufacturing,863687.4,12.3,0.84,35880.1,250,2.69,8612.7,8751.8,59.8,26233.2,4419.43,288.9,31.6,High Risk (Tier D)
Healthcare,1383290.2,19.6,0.88,35304.3,365,3.62,14389.9,5300.2,43.9,25636.3,6607.37,470.2,35.7,Moderate (Tier C)
Data Center,770124.8,58.4,0.85,17057.0,365,3.15,2201.9,1478.1,58.4,3616.3,2021.78,541.8,40.9,Moderate (Tier C)
Data Center,166706.5,88.9,0.94,5265.0,360,3.09,3673.0,1730.5,72.5,2424.2,220.85,380.0,58.2,Efficient (Tier B)
Commercial Office,389580.4,79.2,0.55,19640.2,260,3.02,2536.6,1178.2,43.7,5810.4,999.29,238.0,58.5,Efficient (Tier B)
Manufacturing,578519.2,67.7,0.87,21942.3,300,3.3,26191.0,5860.8,72.2,8064.2,1473.22,316.4,60.2,Efficient (Tier B)
Manufacturing,730410.0,17.9,0.79,19069.2,350,3.53,24822.2,2214.5,64.2,11465.4,3450.64,459.6,34.9,High Risk (Tier D)
Logistics Hub,230385.6,55.4,0.47,18685.8,280,3.82,56006.5,9652.6,82.3,1710.7,1069.58,148.0,63.7,Efficient (Tier B)
Manufacturing,2407947.4,32.8,0.76,58640.7,350,2.49,42219.1,9129.5,33.8,59866.7,9641.12,492.8,26.9,High Risk (Tier D)
Commercial Office,579564.7,64.0,0.62,27514.6,260,3.17,5110.8,2266.7,79.5,10694.6,1399.69,252.8,58.1,Efficient (Tier B)
Manufacturing,937927.1,64.3,0.76,44138.1,300,3.47,21206.3,5652.4,65.1,40353.0,2749.23,255.0,57.2,Efficient (Tier B)
Data Center,1651589.1,28.2,0.89,32963.1,365,4.14,4524.4,1055.4,44.1,25285.0,6823.09,601.3,37.0,Moderate (Tier C)
Data Center,1735386.7,52.2,0.95,31743.6,365,3.78,2130.3,773.5,73.0,23390.3,4705.05,656.0,48.9,Moderate (Tier C)
Data Center,457981.8,47.8,0.77,10424.6,365,4.13,2617.3,286.3,72.4,7601.9,1320.94,527.2,45.6,Moderate (Tier C)
Logistics Hub,121295.1,15.1,0.49,24047.2,280,3.33,35780.0,7589.7,43.4,4702.2,1317.15,60.5,46.4,Moderate (Tier C)
Data Center,1106496.9,31.0,0.88,27456.9,360,3.38,1783.8,1056.7,80.2,21213.4,4170.08,483.6,43.8,Moderate (Tier C)
Commercial Office,174084.4,24.6,0.61,14304.6,240,4.45,2814.2,2480.5,39.6,1596.2,1111.83,146.0,55.3,Efficient (Tier B)
Commercial Office,501613.9,48.2,0.48,24711.0,260,3.6,5955.5,989.7,35.8,3837.9,1988.05,243.6,50.7,Moderate (Tier C)
Commercial Office,275724.1,38.8,0.66,29497.2,240,3.25,5958.8,325.4,73.7,8784.7,1233.43,112.2,59.2,Efficient (Tier B)
Healthcare,553566.2,67.0,0.71,13041.3,365,3.51,14352.3,3808.1,38.1,10463.7,1496.97,509.4,47.6,Moderate (Tier C)
Logistics Hub,380131.7,48.7,0.49,21166.6,320,2.83,47910.9,11342.3,31.5,5210.8,2132.27,215.5,38.7,Moderate (Tier C)
Manufacturing,953495.1,18.7,0.84,49252.1,250,2.37,36046.1,7836.9,30.8,24738.1,5948.58,232.3,30.5,High Risk (Tier D)
Manufacturing,1323450.2,41.1,0.76,60515.5,250,3.57,5738.3,11982.7,37.0,27669.5,6267.68,262.4,45.1,Moderate (Tier C)
Data Center,967056.5,38.8,0.88,26679.4,360,3.31,3409.4,528.8,79.0,17350.0,3386.34,435.0,46.9,Moderate (Tier C)
Commercial Office,45794.8,86.1,0.7,3340.2,240,3.08,2453.9,1649.9,39.6,451.9,176.12,164.5,64.5,Efficient (Tier B)
Manufacturing,2239693.5,57.4,0.83,74976.3,350,2.35,13557.4,2069.6,71.6,42801.1,6512.72,358.5,44.5,Moderate (Tier C)
Commercial Office,164322.7,32.4,0.63,7669.1,240,3.23,3205.6,1706.4,83.3,2222.3,708.95,257.1,55.0,Efficient (Tier B)
Commercial Office,395697.6,45.6,0.6,26158.1,260,4.38,1480.2,516.1,47.7,5290.8,1603.4,181.5,60.1,Efficient (Tier B)
Data Center,792440.2,15.4,0.79,27909.4,360,4.05,4762.3,1271.4,49.1,16598.6,3689.02,340.7,38.3,Moderate (Tier C)
Logistics Hub,415155.1,50.4,0.67,34561.9,365,4.02,20309.1,15664.9,83.4,6605.6,1820.49,144.1,67.4,Efficient (Tier B)
Manufacturing,1168749.6,50.9,0.73,55519.9,300,2.16,21319.7,3281.1,53.0,57460.8,4464.14,252.6,43.2,Moderate (Tier C)
Manufacturing,662955.8,40.5,0.63,32296.0,350,2.42,9864.9,6360.7,82.8,17113.2,2628.26,246.3,47.3,Moderate (Tier C)
Logistics Hub,867756.7,16.8,0.63,52372.0,320,3.3,50958.3,11317.8,37.9,8379.9,5108.23,198.8,31.4,High Risk (Tier D)
Commercial Office,365695.7,36.0,0.79,20956.0,240,3.65,3312.2,1602.1,61.2,7084.7,1651.37,209.4,48.2,Moderate (Tier C)
Commercial Office,215867.1,47.4,0.73,21844.4,260,3.45,3952.5,378.4,78.1,6594.3,858.1,118.6,60.0,Efficient (Tier B)
Data Center,350362.2,33.9,0.86,10888.6,360,3.74,796.3,1319.9,90.1,6001.1,1318.65,386.1,49.1,Moderate (Tier C)
Manufacturing,848118.6,33.4,0.76,29767.2,300,4.4,8257.1,7230.1,33.7,23821.4,4069.53,341.9,37.6,Moderate (Tier C)
Logistics Hub,793897.0,68.4,0.63,53544.3,280,4.14,18595.2,15976.8,51.6,3661.3,2851.31,177.9,63.4,Efficient (Tier B)
Logistics Hub,382872.0,65.3,0.42,54793.6,320,2.76,29058.3,11201.4,69.4,9191.7,1760.44,83.9,61.6,Efficient (Tier B)
Commercial Office,262156.7,75.5,0.62,19045.2,260,4.64,1652.1,532.0,44.1,4382.0,819.62,165.2,70.1,Efficient (Tier B)
Data Center,589217.1,60.6,0.83,12617.4,360,3.99,3241.5,694.8,57.9,7949.9,1487.41,560.4,52.8,Moderate (Tier C)
Commercial Office,50148.1,17.4,0.53,2710.4,240,4.62,6537.6,652.2,44.3,479.2,301.26,222.0,44.5,Moderate (Tier C)
Data Center,895450.1,62.9,0.94,22538.7,360,4.81,1391.5,246.5,76.4,4782.0,2161.94,476.8,59.4,Efficient (Tier B)
Manufacturing,743365.6,29.5,0.7,30217.7,350,4.03,19065.9,12870.5,36.9,35763.1,3706.66,295.2,39.8,Moderate (Tier C)
Healthcare,696828.3,59.9,0.66,28235.9,365,4.69,14034.6,1645.8,56.4,23958.6,2060.43,296.1,59.3,Efficient (Tier B)
Manufacturing,1331058.5,51.0,0.87,35661.2,350,4.21,11635.1,3794.1,32.7,29214.3,4342.81,447.9,44.3,Moderate (Tier C)
Healthcare,980544.8,54.2,0.71,22456.5,365,4.14,11621.9,3130.3,45.2,32141.6,3074.37,524.0,51.6,Moderate (Tier C)
Data Center,1087254.4,21.1,0.85,22080.1,360,3.6,2301.1,1441.8,71.4,16420.0,4238.77,590.9,34.9,High Risk (Tier D)
Manufacturing,1034294.1,57.7,0.62,26492.4,250,2.27,28855.4,12028.3,53.7,25951.2,3460.32,468.5,44.1,Moderate (Tier C)
Commercial Office,437344.0,63.1,0.77,26940.9,240,3.86,2860.9,225.6,82.0,10361.4,1117.79,194.8,62.9,Efficient (Tier B)
Healthcare,954918.6,65.4,0.78,33014.1,365,4.15,14483.3,2119.1,56.9,44980.8,2556.47,347.1,59.5,Efficient (Tier B)
Logistics Hub,768346.7,12.4,0.73,75532.3,320,2.6,44963.2,5003.5,80.5,14445.0,4233.41,122.1,42.9,Moderate (Tier C)
Logistics Hub,281450.2,16.6,0.65,45286.4,365,2.88,15705.3,9852.0,46.0,3039.9,2615.18,74.6,40.3,Moderate (Tier C)
Commercial Office,303022.1,42.6,0.47,19652.8,260,3.82,5717.3,2318.4,71.3,6165.5,1235.02,185.0,61.5,Efficient (Tier B)
Commercial Office,41943.1,24.9,0.59,3127.8,260,4.27,6120.9,1394.4,63.7,1125.2,279.67,160.9,54.1,Moderate (Tier C)
Logistics Hub,463725.6,66.9,0.49,44207.3,320,3.94,48974.0,5245.7,32.0,9825.1,2277.76,125.9,62.0,Efficient (Tier B)
Manufacturing,262271.0,72.4,0.7,15920.5,300,2.41,27081.3,6288.5,48.8,18617.3,1020.46,197.7,53.2,Moderate (Tier C)
Commercial Office,198606.6,43.6,0.64,24262.4,240,2.8,6643.7,2490.7,65.2,4824.9,1071.8,98.2,52.9,Moderate (Tier C)
Manufacturing,1517307.3,56.4,0.87,56698.7,300,2.08,35758.0,10263.5,50.6,54855.7,5253.6,321.1,40.0,Moderate (Tier C)
Healthcare,528697.1,14.3,0.89,15821.8,365,3.98,2143.6,1110.5,22.5,23608.5,2888.22,401.0,18.4,High Risk (Tier D)
Healthcare,931629.5,41.2,0.73,21061.9,365,3.62,10243.0,925.4,45.7,29224.2,3455.4,530.8,34.4,High Risk (Tier D)
Manufacturing,2874791.4,13.0,0.73,65947.2,250,4.0,21130.4,13226.5,82.2,76163.1,13993.95,523.1,40.9,Moderate (Tier C)
Logistics Hub,521813.4,69.6,0.41,38937.6,365,3.94,52599.1,9588.0,76.5,5435.2,1647.92,160.8,73.5,Efficient (Tier B)
Healthcare,524377.9,51.3,0.82,18661.5,365,3.93,4109.0,2411.6,74.2,25939.2,1781.36,337.2,58.3,Efficient (Tier B)
Manufacturing,2589316.6,65.4,0.66,59855.8,300,1.85,31830.4,7631.4,75.5,36636.8,5472.56,519.1,40.4,Moderate (Tier C)
Commercial Office,43390.2,18.6,0.58,2624.4,260,3.05,5160.4,528.4,87.3,858.4,215.9,198.4,47.4,Moderate (Tier C)
Healthcare,367601.8,23.5,0.88,10659.4,365,2.82,8480.7,2620.0,23.6,11068.3,1918.04,413.8,17.7,High Risk (Tier D)
Manufacturing,1394132.9,47.0,0.79,50685.6,350,4.35,32738.7,13284.8,83.5,40500.9,4599.79,330.1,56.5,Efficient (Tier B)
Commercial Office,168448.4,32.8,0.7,19979.6,240,3.96,4768.0,1018.2,59.8,3950.9,908.09,101.2,59.4,Efficient (Tier B)
Data Center,1595774.3,32.5,0.89,32567.1,360,3.31,1430.4,1318.9,85.9,9019.1,5978.85,588.0,42.9,Moderate (Tier C)
Healthcare,647327.1,64.1,0.89,20102.4,365,3.25,7065.1,3953.6,70.4,24743.5,1631.82,386.4,50.3,Moderate (Tier C)
Healthcare,944410.9,12.6,0.66,36735.7,365,3.57,3840.1,4494.0,66.0,41410.1,4520.69,308.5,38.2,Moderate (Tier C)
Healthcare,529965.5,55.9,0.82,17203.5,365,3.66,7736.7,1141.3,70.3,14478.3,1559.93,369.7,55.6,Efficient (Tier B)
Commercial Office,189143.2,64.3,0.7,13577.9,240,2.52,5273.5,1045.3,79.3,2573.2,497.42,167.2,58.8,Efficient (Tier B)
Healthcare,595489.9,40.1,0.77,28660.5,365,3.73,9069.4,4289.0,52.4,12073.2,2625.41,249.3,49.3,Moderate (Tier C)
Logistics Hub,510836.3,48.8,0.48,37318.0,320,3.45,30801.5,9055.4,73.1,8226.5,2226.46,164.3,63.4,Efficient (Tier B)
Data Center,1804925.5,12.9,0.78,31911.2,360,4.14,2147.0,1692.6,85.2,14037.7,8308.32,678.7,40.5,Moderate (Tier C)
Logistics Hub,474311.4,47.3,0.49,50480.9,365,2.92,29573.3,12911.4,75.5,11424.3,2049.4,112.8,53.1,Moderate (Tier C)
Manufacturing,2081827.8,58.3,0.67,59598.9,350,2.61,16266.1,9250.9,37.1,61689.1,5831.67,419.2,42.0,Moderate (Tier C)
Commercial Office,190863.9,61.0,0.45,8868.7,260,3.01,900.6,1576.3,39.7,1013.0,624.25,258.3,52.0,Moderate (Tier C)
Manufacturing,2012668.6,51.5,0.67,68802.6,300,1.91,5448.0,7496.8,33.9,28804.4,7092.53,351.0,26.3,High Risk (Tier D)
Manufacturing,798177.2,74.1,0.76,38135.3,300,3.54,16294.6,5547.2,50.8,43874.9,2321.71,251.2,59.0,Efficient (Tier B)
Manufacturing,2306148.2,14.1,0.69,62159.4,300,2.18,38531.8,10774.6,61.6,55813.0,11772.09,445.2,24.6,High Risk (Tier D)
Commercial Office,473549.1,23.6,0.45,23620.3,260,2.61,7588.9,853.0,79.4,5498.2,2357.83,240.6,46.3,Moderate (Tier C)
Data Center,315869.2,23.4,0.74,5829.0,365,4.85,2029.2,1105.2,72.5,2785.5,1235.63,650.3,46.7,Moderate (Tier C)
Logistics Hub,1070913.8,40.7,0.7,63295.1,320,3.94,51035.3,10908.8,80.5,4626.0,4200.17,203.0,59.1,Efficient (Tier B)
Manufacturing,1791934.5,69.5,0.66,48781.7,350,3.41,36970.6,3600.7,68.8,19487.7,3559.77,440.8,53.7,Moderate (Tier C)
Data Center,1178275.6,57.4,0.81,22693.4,365,3.38,3886.1,1886.8,54.0,5729.4,3076.17,623.1,44.4,Moderate (Tier C)
Commercial Office,65217.6,70.8,0.65,5893.7,260,4.34,3748.1,2302.1,55.4,1385.2,314.39,132.8,74.0,Efficient (Tier B)
Logistics Hub,226281.8,31.9,0.55,29807.0,280,3.26,15834.7,14145.9,65.9,3575.5,1840.49,91.1,51.5,Moderate (Tier C)
Data Center,1073122.5,31.6,0.79,18087.5,365,3.34,3436.4,1301.7,82.0,12167.8,3940.76,712.0,40.6,Moderate (Tier C)
Commercial Office,266207.0,78.6,0.64,21263.6,240,4.73,3684.3,2103.5,65.9,2466.7,691.69,150.2,76.5,Leader (Tier A)
Healthcare,1101946.3,50.5,0.86,26082.1,365,3.39,12289.3,1317.4,24.8,34038.2,3785.93,507.0,33.6,High Risk (Tier D)
Commercial Office,340708.7,54.8,0.66,21126.2,260,3.72,5780.6,724.3,79.0,8082.3,968.33,193.5,67.6,Efficient (Tier B)
Manufacturing,607317.3,37.5,0.8,33728.0,250,3.08,12712.1,9528.5,73.1,39848.9,2779.21,216.1,49.9,Moderate (Tier C)
Manufacturing,1284812.1,36.1,0.88,43006.0,300,3.92,16850.2,8540.1,51.5,21567.8,5238.04,358.5,45.7,Moderate (Tier C)
Healthcare,1643904.4,11.5,0.75,38770.7,365,2.84,13203.1,1706.2,42.0,42030.1,8465.22,508.8,21.1,High Risk (Tier D)
Manufacturing,1335115.2,27.3,0.73,74087.4,300,3.07,27438.3,3711.2,45.5,59347.5,6639.49,216.2,42.9,Moderate (Tier C)
Healthcare,793625.3,59.8,0.82,18334.8,365,3.32,10385.4,5212.6,28.5,15434.1,2405.74,519.4,43.5,Moderate (Tier C)
Commercial Office,389692.5,60.3,0.53,25037.9,260,3.9,5945.8,854.7,50.3,8729.9,1375.18,186.8,62.8,Efficient (Tier B)
Healthcare,985511.9,39.0,0.69,28632.8,365,3.61,6464.6,2884.7,71.7,35425.1,3736.6,413.0,50.0,Moderate (Tier C)
Logistics Hub,354666.6,42.1,0.68,34089.0,320,3.2,58431.3,10855.9,71.8,2465.6,1934.71,124.8,54.9,Moderate (Tier C)
Healthcare,1261844.6,39.3,0.78,44909.3,365,4.56,6618.5,1368.2,47.7,64841.3,5549.78,337.2,48.1,Moderate (Tier C)
Data Center,593825.8,22.0,0.93,23636.0,365,3.76,3830.2,1329.9,79.0,10054.5,2914.13,301.5,43.1,Moderate (Tier C)
Logistics Hub,981736.0,68.7,0.41,70546.7,365,2.64,40667.4,14590.7,63.3,5087.5,3098.81,167.0,58.3,Efficient (Tier B)
Data Center,1516221.1,64.9,0.72,25699.1,360,4.57,2075.5,603.9,70.1,10580.5,3206.28,708.0,61.0,Efficient (Tier B)
Commercial Office,290893.8,53.2,0.61,22820.5,240,4.36,4109.6,1181.5,86.4,5184.1,971.86,153.0,71.1,Efficient (Tier B)
Commercial Office,370320.5,31.7,0.51,17349.7,240,4.44,3978.8,1926.5,46.9,4465.4,1818.87,256.1,54.1,Moderate (Tier C)
Healthcare,729967.5,16.7,0.73,26143.0,365,3.47,3596.9,1240.1,38.9,11794.3,3937.08,335.1,33.8,High Risk (Tier D)
Healthcare,740449.5,12.2,0.87,29973.3,365,4.42,8766.9,4565.9,69.7,24067.4,3550.84,296.4,44.8,Moderate (Tier C)
Logistics Hub,403744.2,60.1,0.6,23306.6,320,4.12,19903.7,7510.2,68.4,5335.1,1374.0,207.9,60.5,Efficient (Tier B)
Data Center,983989.3,50.8,0.71,24913.0,360,4.05,2877.6,1930.6,84.6,9779.1,2647.13,474.0,56.4,Efficient (Tier B)
Data Center,952503.4,90.7,0.74,27767.4,360,3.43,3453.0,893.1,84.3,19489.5,790.12,411.6,63.3,Efficient (Tier B)
Logistics Hub,603107.5,68.2,0.52,39540.5,320,2.76,18948.0,15737.8,77.9,8742.5,1830.52,183.0,64.0,Efficient (Tier B)
Manufacturing,722014.6,24.2,0.88,33544.8,300,1.9,41712.1,3675.7,24.2,26721.9,4078.46,258.3,24.7,High Risk (Tier D)
Manufacturing,244590.7,24.7,0.62,13245.0,350,2.55,23562.8,7400.3,25.0,10932.1,1730.17,221.6,35.9,Moderate (Tier C)
Data Center,462688.6,93.8,0.71,9352.7,365,4.23,3306.3,1067.1,85.2,4118.9,248.67,593.7,71.2,Efficient (Tier B)
Data Center,910687.0,31.4,0.77,18049.4,365,3.77,2868.8,1421.0,61.0,6709.2,3559.28,605.5,43.5,Moderate (Tier C)
Data Center,1167443.9,35.4,0.89,20028.2,365,4.22,4776.3,1997.8,87.2,8474.2,4043.57,699.5,51.1,Moderate (Tier C)
Manufacturing,2538634.0,10.4,0.84,74909.7,250,1.92,17216.4,10349.6,21.9,86595.7,15175.55,406.7,11.0,High Risk (Tier D)
Manufacturing,2526354.7,30.5,0.9,67469.6,300,2.92,11892.5,3390.2,25.2,55382.1,11605.45,449.3,26.6,High Risk (Tier D)
Manufacturing,1417401.6,28.0,0.82,67654.2,250,4.36,23554.6,2705.6,62.5,64700.4,6773.91,251.4,46.9,Moderate (Tier C)
Healthcare,628657.1,65.6,0.84,18345.0,365,4.66,5394.7,2541.3,69.6,16706.7,1491.39,411.2,60.3,Efficient (Tier B)
Data Center,227946.9,60.5,0.82,7696.3,360,4.11,3475.0,799.0,43.8,3303.8,617.42,355.4,47.2,Moderate (Tier C)
Data Center,404233.0,16.5,0.7,12676.5,360,4.38,2339.8,571.1,78.2,5598.6,1871.63,382.7,44.3,Moderate (Tier C)
Commercial Office,112186.3,29.5,0.49,9076.8,240,4.25,949.4,145.1,78.4,3559.7,500.09,148.3,48.0,Moderate (Tier C)
Manufacturing,1066904.1,54.6,0.64,46520.3,350,2.36,17270.9,7702.7,60.5,32769.6,3736.86,275.2,48.4,Moderate (Tier C)
Healthcare,1205287.9,58.8,0.72,31842.7,365,3.44,7694.0,2398.8,29.1,47236.4,3619.77,454.2,38.3,Moderate (Tier C)
Logistics Hub,85363.1,38.0,0.49,15363.6,280,3.57,53609.8,14314.5,60.5,1430.7,1093.93,66.7,55.3,Efficient (Tier B)
Manufacturing,2517416.6,49.8,0.87,62663.4,250,3.2,7975.9,11798.9,49.1,67780.2,8356.99,482.1,45.1,Moderate (Tier C)
Data Center,1236643.6,28.8,0.92,24865.2,360,3.04,537.6,398.6,94.3,8546.0,4382.34,596.8,42.6,Moderate (Tier C)
Healthcare,447995.8,52.9,0.79,19322.2,365,4.52,10814.8,2339.6,60.0,19665.7,1464.22,278.2,61.1,Efficient (Tier B)
Healthcare,1364297.0,10.3,0.87,32661.9,365,3.96,7588.1,4136.2,74.6,42461.6,6958.01,501.2,34.0,High Risk (Tier D)
Commercial Office,103849.4,36.8,0.76,7121.0,240,2.66,5548.7,2493.3,43.1,2378.8,625.01,175.0,46.0,Moderate (Tier C)
Commercial Office,424851.3,87.4,0.65,20682.1,240,4.17,888.1,172.5,86.2,2721.8,390.27,246.5,74.9,Efficient (Tier B)
Manufacturing,448719.2,11.5,0.67,22605.3,300,2.4,18714.7,11279.7,48.0,18387.4,2919.92,238.2,30.8,High Risk (Tier D)
Healthcare,1269548.8,62.6,0.7,29705.4,365,4.41,3698.1,2059.6,30.9,19833.7,3511.48,512.9,53.9,Moderate (Tier C)
Manufacturing,1764504.7,11.5,0.9,61152.4,300,3.24,9002.6,9064.3,31.2,61186.5,10590.22,346.3,23.5,High Risk (Tier D)
Healthcare,294574.8,58.8,0.87,8454.8,365,4.14,14766.5,1127.8,37.3,11780.0,952.26,418.1,50.4,Moderate (Tier C)
Commercial Office,352015.7,57.3,0.76,29258.7,260,4.69,7267.6,1996.6,76.5,6501.3,1163.42,144.4,72.4,Efficient (Tier B)
Commercial Office,161738.3,21.1,0.74,9644.3,260,4.36,7538.5,1994.3,26.4,1341.1,1040.09,201.2,43.0,Moderate (Tier C)
Commercial Office,329664.0,26.6,0.8,19604.9,240,3.59,4009.0,179.8,82.6,3378.3,1433.85,201.8,48.6,Moderate (Tier C)
Manufacturing,533859.5,12.8,0.64,27873.0,250,2.39,11788.9,2001.9,35.8,26379.4,3087.88,229.8,28.2,High Risk (Tier D)
Manufacturing,934045.0,21.9,0.72,29362.0,250,2.75,22762.6,2771.9,49.9,29835.5,4962.78,381.7,27.0,High Risk (Tier D)
Manufacturing,1312323.6,54.1,0.85,41240.3,350,1.98,43994.9,10174.1,69.2,27866.5,4139.17,381.9,43.4,Moderate (Tier C)
Manufacturing,1780642.5,48.1,0.73,60697.5,300,2.92,39262.9,10662.4,28.5,66494.3,7359.78,352.0,37.2,Moderate (Tier C)
Logistics Hub,126325.5,78.6,0.6,22461.7,365,4.18,52036.3,7233.2,47.8,1565.3,920.4,67.5,71.5,Efficient (Tier B)
Data Center,782665.1,68.3,0.71,31126.8,360,4.19,2831.0,1538.1,64.2,21457.2,1824.76,301.7,57.3,Efficient (Tier B)
Manufacturing,1322064.4,21.8,0.76,34654.4,250,2.05,24373.7,3090.1,75.9,14417.7,5865.79,457.8,28.0,High Risk (Tier D)
Healthcare,1716135.5,17.9,0.73,42210.7,365,3.34,9139.0,4553.6,22.7,63008.3,8039.78,487.9,29.1,High Risk (Tier D)
Healthcare,1374789.8,68.1,0.86,33691.2,365,4.16,14402.2,3457.2,66.6,47342.7,2866.34,489.7,57.2,Efficient (Tier B)
Healthcare,484685.5,55.1,0.79,19461.1,365,3.71,13410.9,1320.2,25.2,13301.9,1740.89,298.9,45.8,Moderate (Tier C)
Healthcare,589668.5,38.1,0.81,19868.3,365,3.12,13187.9,3127.2,35.1,27988.9,2435.66,356.1,40.9,Moderate (Tier C)
Manufacturing,290442.4,59.2,0.76,19218.9,300,2.86,28570.9,5308.2,81.5,8796.5,1014.18,181.3,58.3,Efficient (Tier B)
Data Center,243967.6,56.7,0.94,8013.2,365,3.81,640.1,1941.3,43.9,6344.9,799.72,365.3,45.5,Moderate (Tier C)
Logistics Hub,832729.4,70.9,0.64,50163.2,280,4.05,38790.9,16991.6,56.9,6809.7,2940.37,199.2,66.5,Efficient (Tier B)
Commercial Office,630674.1,34.8,0.57,29419.0,240,3.02,7056.4,732.3,84.1,4754.2,2188.41,257.3,50.0,Moderate (Tier C)
Manufacturing,1728791.4,6.8,0.81,69513.5,350,3.98,16860.4,8121.7,44.5,62625.1,10344.46,298.4,33.2,High Risk (Tier D)
Logistics Hub,498952.2,65.0,0.74,60232.7,280,4.42,24754.4,4683.5,75.1,6534.9,1636.29,99.4,71.8,Efficient (Tier B)
Manufacturing,492797.0,32.7,0.79,23574.6,350,4.08,23132.0,10717.3,83.9,9099.4,2062.49,250.8,59.3,Efficient (Tier B)
Manufacturing,1238377.3,33.3,0.68,62549.9,300,3.21,40965.8,10719.3,46.3,47460.9,6319.59,237.6,41.5,Moderate (Tier C)
Commercial Office,68714.3,47.1,0.65,8336.5,260,4.32,4840.3,1652.3,46.5,3160.9,453.18,98.9,57.2,Efficient (Tier B)
Commercial Office,589845.2,84.0,0.56,29362.8,260,2.66,3634.4,690.2,72.1,7135.6,887.19,241.1,62.7,Efficient (Tier B)
Commercial Office,291127.9,20.6,0.68,20534.6,260,3.84,5191.9,224.1,43.8,3353.5,1549.93,170.1,47.9,Moderate (Tier C)
Manufacturing,1624340.8,56.8,0.78,50783.5,300,3.81,30367.6,11270.4,76.0,30074.6,4597.67,383.8,52.9,Moderate (Tier C)
Healthcare,592037.8,16.8,0.87,20775.2,365,2.9,6552.5,1417.1,43.7,8972.3,3138.88,342.0,31.0,High Risk (Tier D)
Data Center,899502.0,32.7,0.91,25608.7,365,3.85,1336.8,399.9,85.1,16227.1,3444.08,421.5,43.1,Moderate (Tier C)
Manufacturing,1292457.0,62.6,0.74,74714.6,350,2.95,38493.1,12531.7,30.0,42569.1,5356.34,207.6,51.6,Moderate (Tier C)
Healthcare,671018.1,47.9,0.71,20365.3,365,3.96,9523.0,1875.9,37.5,25969.9,2579.86,395.4,40.1,Moderate (Tier C)
Healthcare,696296.7,16.1,0.86,16590.8,365,3.26,2462.9,4983.6,52.3,17869.3,3688.4,503.6,31.1,High Risk (Tier D)
Healthcare,973495.6,54.2,0.7,24730.8,365,3.71,4031.2,5779.1,58.0,31077.0,3003.37,472.4,49.8,Moderate (Tier C)
Logistics Hub,722900.3,37.4,0.43,42516.9,320,3.69,28250.9,4191.2,39.2,2786.1,3610.1,204.0,47.8,Moderate (Tier C)
Commercial Office,210787.6,48.5,0.64,12550.9,260,4.35,5090.4,1004.5,43.0,1260.2,925.95,201.5,52.7,Moderate (Tier C)
Commercial Office,44552.4,60.4,0.57,4921.7,260,4.77,5482.8,1734.7,56.5,548.3,249.26,108.6,67.0,Efficient (Tier B)
